Date,Name,Icon,Meal,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
10/29/2020,"Any'tizers, Popcorn Chicken, White Meat, Fritters",ChickenTenders,Dinner,124.0,Grams,248,0,10.21,20.41,20.41,1.48,0,2.95,36.45,874.79
10/29/2020,Calories,Calories,Dinner,5.0,Each,50,0,0,0,0,0,0,0,0,0
10/29/2020,Calories,Calories,Dinner,20.0,Each,200,0,0,0,0,0,0,0,0,0
10/29/2020,Pizza Blend Cheese,Cheese,Dinner,0.5,Serving,45,0,3.50,3.50,0.50,2.25,n/a,n/a,10,115
10/29/2020,"Wine, Red",WineRed,Dinner,7.5,Fluid ounces,187,0,0,0.15,5.76,0,1.37,0,0,8.82
10/29/2020,Quadratini Dark Chocolate Bite Size Wafer Cookies,Cookie,Evening Snacks,4.0,Pieces,75,0,3.52,1,9,n/a,4,0.48,n/a,n/a
10/29/2020,Chocolate Chip Cookies,Cookie,Evening Snacks,1.0,Piece,70,0,6.75,1.50,16.50,3.75,10.50,0,22.50,142.50
10/29/2020,Calories,Calories,Evening Snacks,7.0,Each,70,0,0,0,0,0,0,0,0,0
10/29/2020,"Fruit Snacks, Berries n' Cherries",Snack,Evening Snacks,0.9,Pouch,72,0,0,0.90,18,0,9.90,0,0,9
10/30/2020,Archer Farms Sliced Tuscan Bread,WhiteBread,Breakfast,1.5,Servings,105,1,n/a,3,22.50,n/a,n/a,1.50,n/a,270
10/30/2020,Archer Farms Sliced Tuscan Bread,WhiteBread,Breakfast,2.33,Servings,163,0,n/a,4.66,34.95,n/a,n/a,2.33,n/a,419.40
10/30/2020,Calories,Calories,Breakfast,3.7,Each,37,0,0,0,0,0,0,0,0,0
10/30/2020,"Soup, Noodle, Beef Flvr, Ramen",Soup,Lunch,3.0,Ounces,385,0,14.17,10.12,54.67,7.9,0,4.5,0,1538.97
10/30/2020,"Caffè Latte, 2%, Tall",Default,Lunch,1.0,Each,150,0,6,10,14,3.50,13,0,25,115
10/30/2020,Calories,Calories,Evening Snacks,25.0,Each,250,0,0,0,0,0,0,0,0,0
10/30/2020,"Yam, Roasted w/ Oil",Yam,Dinner,210.0,Grams,216,0,6.58,2.94,37.52,0.98,7.84,5.60,0,102.48
10/30/2020,Chicken Potstickers,Dumpling,Dinner,5.0,Pieces,250,0,6.67,8.33,35,n/a,5,1.67,25,783.33
10/30/2020,Calories,Calories,Dinner,6.0,Each,60,0,0,0,0,0,0,0,0,0
10/30/2020,Calories,Calories,Evening Snacks,3.5,Each,35,0,0,0,0,0,0,0,0,0
10/30/2020,Calories,Calories,Evening Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
10/30/2020,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
10/30/2020,Calories,Calories,Evening Snacks,16.0,Each,160,0,0,0,0,0,0,0,0,0
10/30/2020,Double Chocolate Chip Cookies,Cookie,Evening Snacks,1.0,Each,70,0,4,1,8.50,n/a,n/a,0.50,n/a,n/a
09/20/2021,"Bread, Sourdough",WhiteBread,Breakfast,63.0,Grams,182,0,1.15,7.40,35.56,0.31,1.61,1.51,0,409.50
09/20/2021,"Peanut Butter, Creamy",PeanutButter,Breakfast,11.0,Grams,65,0,5.50,2.75,2.41,0.86,0.69,1.3,0,41.25
09/20/2021,Nutella,FrostingChocolate,Breakfast,9.0,Grams,49,0,2.68,0.73,5.35,0.85,5.11,0.24,0,3.65
09/20/2021,"Wrap, Buffalo Chicken",Burrito,Lunch,1.0,Serving,380,0,11,20,48,3.50,3,3,50,1600
09/20/2021,"Pringles, BBQ",PotatoChip,Lunch,12.0,Pieces,120,0,7.20,0.80,12.80,2,0.80,0.80,0,108
09/20/2021,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Piece,45,1,1,1,8,0,n/a,0,0,100
09/20/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,1.0,Piece,45,0,1,1,8,0,n/a,0,0,100
09/20/2021,"Pear, Small",Pear,Afternoon Snacks,1.0,Each,86,0,0.18,0.56,22.88,0.1,14.50,4.59,0,1.48
09/20/2021,"Salad, Kale Caesar",Salad,Dinner,150.0,Grams,300,0,25.50,7.50,15,3.75,3,3,15,510
09/20/2021,Chicken Gyoza Potstickers,Dumpling,Dinner,12.0,Each,343,0,7.71,17.14,51.43,2.57,0,6.86,34.29,942.86
09/20/2021,"Oil, Vegetable",Oil,Dinner,0.5,Tablespoon,60,0,7,0,0,1,0,0,0,0
09/20/2021,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
09/20/2021,"Crackers, Goldfish, Cheddar",Snack,Evening Snacks,23.0,Pieces,59,0,2.9,1.25,8.36,0.42,0,0.42,4.18,104.55
09/21/2021,Organic Sour White loaf,WhiteBread,Breakfast,44.0,Grams,112,0,0.37,3.73,21.63,0,0,0.75,0,208.81
09/21/2021,"Egg, Large, Brown",Egg,Breakfast,1.0,Each,70,0,4,6,1,1,0,0,180,65
09/21/2021,Butter,Butter,Breakfast,6.0,Grams,43,0,4.71,0,0,3,n/a,n/a,12.86,42.86
09/21/2021,"Turkey Breast, Honey & Maple",DeliMeat,Lunch,110.0,Grams,120,0,0,22,4,0,4,0,50,580
09/21/2021,Organic Sour White loaf,WhiteBread,Lunch,65.0,Grams,165,0,0.55,5.51,31.95,0,0,1.10,0,308.48
09/21/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
09/21/2021,"Bun, Hot Dog, Plain",HotDogBun,Dinner,2.0,Each,220,0,2,n/a,40,n/a,4,2,n/a,360
09/21/2021,Turkey Dog,Sausage,Dinner,2.0,Servings,140,0,7,14,2,1,n/a,n/a,70,900
09/21/2021,Trader Joe’s HashBrowns,Hash,Dinner,1.0,Each,120,0,6,1,15,1,0,1,0,250
09/21/2021,Birthday Cake,IceCream,Evening Snacks,0.5,Pint,150,0,1.50,6,12,2,10,6,82,230
09/21/2021,"Crackers, Goldfish, Cheddar",Snack,Evening Snacks,36.6,Pieces,93,0,3.33,2,13.31,0.67,0,0.67,6.65,166.36
09/22/2021,Organic Sour White loaf,WhiteBread,Breakfast,55.0,Grams,140,0,0.47,4.66,27.3,0,0,0.93,0,261.2
09/22/2021,"Peanut Butter, Creamy",PeanutButter,Breakfast,17.0,Grams,101,0,8.50,4.25,3.72,1.33,1.6,1.59,0,63.75
09/22/2021,Glazed Raised Ring,Donut,Lunch,1.0,Serving,390,0,20,6,49,7,13,0.50,0,330
09/22/2021,Strawberry Cereal Bar,CerealBar,Afternoon Snacks,1.0,Serving,140,0,3.50,2,25,0,12,1,0,85
09/22/2021,Calories,Calories,Dinner,70.0,Each,700,0,0,0,0,0,0,0,0,0
09/22/2021,"Rice Cake, White Cheddar",RiceCake,Evening Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
09/22/2021,"Popcorn, Yellow 2Tbsp Unpopped",Popcorn,Evening Snacks,22.5,Grams,83,0,1.13,2.25,16.50,0,0,3,0,0
09/22/2021,"Oil, Vegetable",Oil,Evening Snacks,0.25,Tablespoon,30,0,3.50,0,0,0.50,0,0,0,0
09/22/2021,Chocolate Chip Cookie Thins,Cookie,Evening Snacks,2.0,Pieces,47,0,2,0.33,6.33,1.33,4,0.33,5,38.33
09/23/2021,Cage Free Large Brown Egg White,Egg,Breakfast,2.0,Servings,140,0,10,12,0,0,0,0,370,140
09/23/2021,NATURAL UNCURED TURKEY HOTDOG,Hotdog,Breakfast,47.0,Grams,70,0,3.52,7.4,0,0.50,0,0,35,450
09/23/2021,Buffalo Style Salad,Salad,Lunch,1.0,Serving,560,0,42,14,29,3.50,5,4,60,1620
09/23/2021,Fruit Snacks,Candy,Afternoon Snacks,25.5,Grams,80,0,n/a,1,19,n/a,11,n/a,n/a,20
09/23/2021,Turkey Meatballs,Meatballs,Dinner,106.5,Grams,150,0,7.50,18,7.50,3,1.50,3,45,600
09/23/2021,Tomato Basil Marinara,Sauce,Dinner,125.0,Grams,90,0,5,2,10,1,6,2,0,580
09/23/2021,"Bread, Tandoori Naan",Tortilla,Dinner,0.5,Piece,125,0,1.25,3,25,0.50,1,1.50,2.50,175
09/23/2021,"Linguine Pasta, Spinach & Chive",Spinach,Dinner,56.0,Grams,210,0,1.1,8.10,43.54,n/a,n/a,3.4,n/a,15.19
09/23/2021,White Claw Hard Seltzer Tangerine,AlcoholWhite,Evening Snacks,1.0,Serving,100,0,n/a,n/a,2,n/a,2,n/a,n/a,n/a
09/23/2021,"Crackers, Goldfish, Cheddar",Snack,Evening Snacks,30.0,Pieces,76,0,2.73,1.64,10.91,0.55,0,1.9,1.36,130.91
09/23/2021,Chocolate Chip Cookie Thins,Cookie,Evening Snacks,1.0,Piece,23,0,1,0.17,3.17,0.67,2,0.17,2.50,19.17
09/24/2021,Organic Sour White loaf,WhiteBread,Breakfast,48.0,Grams,122,0,0.41,4.7,23.59,0,0,0.81,0,227.80
09/24/2021,"Peanut Butter, Creamy",PeanutButter,Breakfast,27.0,Grams,160,0,13.50,6.75,5.91,2.11,1.69,2.53,0,101.25
09/24/2021,Calories,Calories,Lunch,36.0,Each,360,0,0,0,0,0,0,0,0,0
09/24/2021,Calories,Calories,Afternoon Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/24/2021,Calories,Calories,Dinner,60.0,Each,600,0,0,0,0,0,0,0,0,0
09/24/2021,Chocolate Chip Cookie Thins,Cookie,Evening Snacks,3.0,Pieces,70,0,3,0.50,9.50,2,6,0.50,7.50,57.50
09/24/2021,"Crackers, Goldfish, Cheddar",Snack,Evening Snacks,39.0,Pieces,99,0,3.55,2.13,14.18,0.71,0,0.71,7.9,177.27
09/24/2021,Rice Krispies Treat,CerealBar,Evening Snacks,1.0,Each,90,0,2,0.50,17,0.48,8,0,0,105
09/25/2021,Maple Chicken Breakfast Sausage,Sausage,Breakfast,6.0,Each,270,0,12,30,9,3,9,0,150,1290
09/25/2021,"Bread, Casera",WhiteBread,Breakfast,39.0,Grams,100,0,0,3.32,20.74,0,0,0,0,149.36
09/25/2021,"Cookie, Oreo, Chocolate, Thins",Cookie,Morning Snacks,1.0,Each,35,0,1.50,0.25,5.25,0.50,3,0.25,0,23.75
09/25/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
09/25/2021,Small Green Apple,AppleGrannySmith,Afternoon Snacks,1.0,Each,78,0,0.30,0.40,21,0,15,3.60,0,1
09/25/2021,"Small Plates, Wine Infused Salame",DeliMeat,Lunch,0.5,Serving,155,0,11,8,6.50,4.50,0.50,0.50,30,455
09/25/2021,"Wine, White",WineWhite,Lunch,12.0,Fluid ounces,289,0,0,0.25,9.17,0,3.39,0,0,17.64
09/25/2021,Calories,Calories,Dinner,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/25/2021,Calories,Calories,Dinner,18.0,Each,180,0,0,0,0,0,0,0,0,0
09/25/2021,"Popcorn, Yellow 2Tbsp Unpopped",Popcorn,Evening Snacks,37.0,Grams,136,0,1.85,3.70,27.13,0,0,4.93,0,0
09/25/2021,"Oil, Coconut",Oil,Evening Snacks,0.51,Tablespoon,60,0,6.94,0,0,6,0,0,0,0
09/25/2021,"Cookie, Oreo, Chocolate, Thins",Cookie,Evening Snacks,1.0,Each,35,0,1.50,0.25,5.25,0.50,3,0.25,0,23.75
09/25/2021,Chocolate Chip Cookie Thins,Cookie,Evening Snacks,3.0,Pieces,70,0,3,0.50,9.50,2,6,0.50,7.50,57.50
09/25/2021,Calories,Calories,Evening Snacks,8.7,Each,87,0,0,0,0,0,0,0,0,0
09/26/2021,"Bread, Casera",WhiteBread,Breakfast,39.0,Grams,100,0,0,3.32,20.74,0,0,0,0,149.36
09/26/2021,Cage Free Large Brown Egg White,Egg,Breakfast,2.0,Servings,140,0,10,12,0,0,0,0,370,140
09/26/2021,Trader Joe’s HashBrowns,Hash,Breakfast,1.0,Each,120,0,6,1,15,1,0,1,0,250
09/26/2021,"Croissant, Butter",Croissant,Afternoon Snacks,1.0,Each,240,0,12,5,28,7,5,1,30,330
09/26/2021,"Popsicles, Sugar Free",Popsicle,Afternoon Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
09/26/2021,Atlantic Salmon Fillets,Fish,Dinner,1.2,Pieces,288,0,18,27.60,0,4.20,0,0,72,78
09/26/2021,Small Whole Green Lentils,BeanGreen,Dinner,0.25,Cup,180,0,1,10,30,0,n/a,10,0,15
09/26/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
09/26/2021,"Apple, Small",Apple,Afternoon Snacks,1.0,Each,78,0,0.30,0.40,21,0,15,3.60,0,1
09/26/2021,"Wine, White",WineWhite,Dinner,6.5,Fluid ounces,157,0,0,0.13,4.97,0,1.83,0,0,9.55
09/26/2021,"Asparagus, Spears, Cooked",Asparagus,Dinner,15.0,Each,50,0,0.50,5.40,9.25,0.9,2.92,4.50,0,31.50
09/26/2021,"Orange, Large",Orange,Evening Snacks,0.5,Each,45,0,0.14,0.84,11.54,0.2,7.82,2,0,1
09/26/2021,"Grapefruit, Pink, Large, 4 1/2""",Grapefruit,Evening Snacks,0.25,Each,50,0,0,1,10,0,7.50,2,0,0
09/25/2021,"Crackers, Goldfish, Cheddar",Snack,Evening Snacks,20.0,Grams,93,1,3.33,2,13.33,0.67,0,1.33,1.67,160
09/26/2021,"Crackers, Goldfish, Cheddar",Snack,Evening Snacks,20.0,Grams,93,0,3.33,2,13.33,0.67,0,1.33,1.67,160
09/26/2021,Calories,Calories,Evening Snacks,8.2,Each,82,0,0,0,0,0,0,0,0,0
09/27/2021,Yellow Corn Tortillas Super Size,Tortilla,Breakfast,60.0,Grams,120,0,1,2,26,0,2,4,0,30
09/27/2021,Bacon,Bacon,Breakfast,2.0,Slices,60,0,4.50,5,0,1.50,n/a,n/a,15,240
09/27/2021,"Egg, Large, Brown",Egg,Breakfast,1.0,Each,70,0,4,6,1,1,0,0,180,65
09/27/2021,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/27/2021,Vietnamese-Style Salad with Chicken & Cilantro,Salad,Lunch,1.0,Container,530,0,29,23,42,4,12,8,45,1640
09/27/2021,"Pumpkin Spice Latte, w/ 2%, Grande",Coffee,Afternoon Snacks,0.805,Each,250,0,4.83,6.44,39.45,n/a,n/a,0,n/a,n/a
09/27/2021,Chocolate Chip Granola Bar,Bar,Afternoon Snacks,1.0,Serving,100,0,3,2,17,1,6,2,0,10
09/27/2021,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
09/27/2021,Calories,Calories,Dinner,42.2,Each,422,0,0,0,0,0,0,0,0,0
09/27/2021,Calories,Calories,Evening Snacks,6.0,Each,60,0,0,0,0,0,0,0,0,0
09/28/2021,"Bread, Casera",WhiteBread,Breakfast,56.6,Grams,145,0,0,4.82,30.11,0,0,0,0,216.77
09/28/2021,"Peanut Butter, Creamy",PeanutButter,Breakfast,16.0,Grams,95,0,8,4,3.50,1.25,1,1.50,0,60
09/28/2021,BBQ Seasoned Salad,Salad,Lunch,1.0,Serving,550,0,36,24,29,8.50,12,5,85,990
09/28/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,2.0,Each,90,0,1,2,16,0,0,0,0,210
09/28/2021,Calories,Calories,Dinner,150.0,Each,"1,500",0,0,0,0,0,0,0,0,0
09/29/2021,"Bread, French, Small Slice",WhiteBread,Breakfast,70.0,Grams,180,0,2,8,34,0,2,2,n/a,380
09/29/2021,"Peanut Butter, Creamy",PeanutButter,Breakfast,21.0,Grams,125,0,10.50,5.25,4.59,1.64,1.31,1.97,0,78.75
09/29/2021,"Bread, French, Small Slice",WhiteBread,Lunch,78.0,Grams,201,0,2.23,8.91,37.89,0,2.23,2.23,n/a,423.43
09/29/2021,"Ham, Honey Deli",Pork,Lunch,8.0,Slices,140,0,3,20,6,1,6,0,60,1040
09/29/2021,Calories,Calories,Lunch,5.5,Each,55,0,0,0,0,0,0,0,0,0
09/29/2021,"Potato Crisps, BBQ",PotatoChip,Lunch,5.0,Pieces,50,0,3,0.33,5.33,0.83,0.33,0.2,0,45
09/29/2021,Rice Krispies Treat,CerealBar,Afternoon Snacks,1.0,Each,90,0,2,0.50,17,0.48,8,0,0,105
09/29/2021,Chocolate Chip Granola Bar,Bar,Afternoon Snacks,1.0,Serving,100,0,3,2,17,1,6,2,0,10
09/29/2021,Calories,Calories,Dinner,60.0,Each,600,0,0,0,0,0,0,0,0,0
09/29/2021,Calories,Calories,Dinner,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/29/2021,Calories,Calories,Evening Snacks,30.0,Each,300,0,0,0,0,0,0,0,0,0
09/30/2021,Calories,Calories,Breakfast,22.0,Each,220,0,0,0,0,0,0,0,0,0
09/30/2021,Calories,Calories,Lunch,40.0,Each,400,0,0,0,0,0,0,0,0,0
09/30/2021,Chocolate Chip Granola Bar,Bar,Afternoon Snacks,1.0,Serving,100,0,3,2,17,1,6,2,0,10
09/30/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,2.0,Each,90,0,1,2,16,0,0,0,0,210
09/30/2021,"Popsicles, Sugar Free",Popsicle,Afternoon Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
09/30/2021,"Chicken, Thigh, Skinless, Cooked, Meat Only",Chicken,Dinner,125.0,Grams,223,1,10.18,30.97,0,2.88,0,0,165.93,132.74
09/30/2021,Boneless Chicken Breasts,Chicken,Dinner,1.1,Servings,143,0,3.30,26.40,0,0.55,0,0,77,143
09/30/2021,"Squash, Spaghetti, Baked, Cooked",Squash,Dinner,240.0,Grams,65,0,0.62,1.58,15.50,0.14,6.7,3.36,0,43.20
09/30/2021,Tomato Basil Marinara,Sauce,Dinner,25.0,Grams,18,0,1,0.40,2,0.20,1.20,0.40,0,116
09/30/2021,"Cheese, Mozzarella, Part-Skim Milk, Low Moisture,",Cheese,Dinner,10.0,Grams,29,0,2.14,2.14,0.71,1.7,0.36,0,5.36,64.29
09/30/2021,"Wine, Red",WineRed,Dinner,5.0,Fluid ounces,125,0,0,0.10,3.84,0,0.91,0,0,5.88
09/30/2021,"Bread, Tandoori Naan",Tortilla,Dinner,0.5,Piece,125,0,1.25,3,25,0.50,1,1.50,2.50,175
09/30/2021,"Popsicles, Sugar Free",Popsicle,Evening Snacks,3.0,Servings,45,0,0,0,18,0,63,0,0,9
09/30/2021,"Cookie, Oreo, Chocolate, Thins",Cookie,Evening Snacks,2.0,Each,70,0,3,0.50,10.50,1,6,0.50,0,47.50
09/30/2021,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/30/2021,Fruit Snacks,Candy,Evening Snacks,25.5,Grams,80,0,n/a,1,19,n/a,11,n/a,n/a,20
10/01/2021,"Bread, French, Small Slice",WhiteBread,Breakfast,68.0,Grams,175,0,1.94,7.77,33.3,0,1.94,1.94,n/a,369.14
10/01/2021,"Peanut Butter, Creamy",PeanutButter,Breakfast,20.0,Grams,119,0,10,5,4.38,1.56,1.25,1.88,0,75
10/01/2021,Everything Bagel With Plain Shmear,Bagel,Lunch,1.0,Serving,400,0,13,12,59,8,8,4,35,640
10/01/2021,"Rice Cake, White Cheddar",RiceCake,Afternoon Snacks,1.0,Each,45,0,0.50,1,8,0,0,0,0,105
10/01/2021,"Popsicles, Sugar Free",Popsicle,Afternoon Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
10/01/2021,Chocolate Chip Granola Bar,Bar,Afternoon Snacks,1.0,Serving,100,0,3,2,17,1,6,2,0,10
10/01/2021,Salmon,Fish,Dinner,4.0,Ounces,240,0,15,23,0,3.50,0,0,60.21,65.23
10/01/2021,"Calrose, medium grain rice, cooked",Rice,Dinner,0.666,Cup,160,0,0,3,35.95,0,0,2,0,9.99
10/01/2021,"Wine, Red",WineRed,Dinner,5.0,Fluid ounces,125,0,0,0.10,3.84,0,0.91,0,0,5.88
10/01/2021,Calories,Calories,Dinner,3.5,Each,35,0,0,0,0,0,0,0,0,0
10/01/2021,"Popsicles, Sugar Free",Popsicle,Evening Snacks,2.0,Servings,30,0,0,0,12,0,42,0,0,6
10/01/2021,Rice Krispies Treat,CerealBar,Afternoon Snacks,1.0,Each,90,0,2,0.50,17,0.48,8,0,0,105
09/30/2021,"Crackers, Goldfish, Cheddar",Snack,Afternoon Snacks,55.0,Pieces,140,1,5,3,20,1,0,1,10,250
10/01/2021,"Crackers, Goldfish, Cheddar",Snack,Afternoon Snacks,55.0,Pieces,140,0,5,3,20,1,0,1,10,250
10/02/2021,Trader Joe’s HashBrowns,Hash,Breakfast,1.0,Each,120,0,6,1,15,1,0,1,0,250
10/02/2021,Bacon,Bacon,Breakfast,4.0,Slices,120,0,9,10,0,3,n/a,n/a,30,480
10/02/2021,"Hamburger Meat, 90% Lean- Cooked",Hamburger,Lunch,3.6,Ounces,240,0,13.20,26.40,0,5.40,0,0,90,90
10/02/2021,Yellow Corn Tortillas Super Size,Tortilla,Lunch,90.0,Grams,180,0,1.50,3,39,0,3,6,0,45
10/02/2021,"Cheese, Mexican Four Cheese Blend, Shredded",Cheese,Lunch,15.0,Grams,59,0,4.29,3.21,0.54,2.68,0,0,13.39,91.7
10/02/2021,"NutriGrain, Bar, Apple Cinnamon",Bar,Afternoon Snacks,1.0,Serving,130,0,3.50,2,25,0.50,12,1,0,125
10/02/2021,"Popsicles, Sugar Free",Popsicle,Afternoon Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
10/02/2021,Ground Beef,Beef,Dinner,4.0,Ounces,200,0,11,22,0,4.50,0,0,75,75
10/02/2021,"Bun, Hamburger, Plain",Hamburger,Dinner,1.0,Serving,110,0,1,3,20,n/a,2,n/a,n/a,180
10/02/2021,"Sweet Potatoes, Baked in Skin, Medium",Yam,Dinner,245.0,Grams,221,0,0.37,4.92,50.74,0.7,15.88,8.9,0,88.20
10/02/2021,Bacon,Bacon,Dinner,1.0,Slice,30,0,2.25,2.50,0,0.75,n/a,n/a,7.50,120
10/02/2021,Calories,Calories,Dinner,8.9,Each,89,0,0,0,0,0,0,0,0,0
10/02/2021,"Beer, IPA",Beer,Dinner,1.0,Bottle,200,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
10/02/2021,"Popsicles, Sugar Free",Popsicle,Evening Snacks,2.0,Servings,30,0,0,0,12,0,42,0,0,6
10/03/2021,Boneless Ham Steak,Pork,Breakfast,0.47,Package,155,0,3.53,21.17,7.6,1.41,5.65,0,49.40,1199.70
10/03/2021,Bacon,Bacon,Breakfast,2.0,Slices,60,0,4.50,5,0,1.50,n/a,n/a,15,240
10/03/2021,Calories,Calories,Breakfast,11.0,Each,110,0,0,0,0,0,0,0,0,0
10/03/2021,Calories,Calories,Breakfast,2.5,Each,25,0,0,0,0,0,0,0,0,0
10/03/2021,Small Green Apple,AppleGrannySmith,Morning Snacks,0.5,Each,39,0,0.15,0.20,10.50,0,7.50,1.80,0,0.50
10/03/2021,Calories,Calories,Lunch,35.0,Each,350,0,0,0,0,0,0,0,0,0
10/03/2021,Original pizza crust,Pizza,Dinner,0.5,Piece,225,0,5.26,6.1,37.54,0,0,1.50,0,420.42
10/03/2021,"Olive Oil, Extra Virgin",Oil,Dinner,0.25,Tablespoon,30,0,3.50,0,0,0.50,0,0,0,0
10/03/2021,Tomato Basil Marinara,Sauce,Dinner,31.25,Grams,23,0,1.25,0.50,2.50,0.25,1.50,0.50,0,145
10/03/2021,"Cheese, Mozzarella, Part-Skim Milk, Low Moisture,",Cheese,Dinner,28.0,Grams,80,0,6,6,2,3,1,0,15,180
10/03/2021,Barolo Salami,Sausage,Dinner,40.0,Grams,141,0,9.88,11.29,n/a,3.53,n/a,n/a,42.33,649.4
10/03/2021,Dayglow IPA,Beer,Dinner,12.0,Fluid ounces,195,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
10/03/2021,"Popsicles, Sugar Free",Popsicle,Evening Snacks,2.0,Servings,30,0,0,0,12,0,42,0,0,6
10/03/2021,"Popcorn, Yellow 2Tbsp Unpopped",Popcorn,Evening Snacks,30.0,Grams,110,0,1.50,3,22,0,0,4,0,0
10/03/2021,Coconut Oil,Oil,Evening Snacks,0.5,Tablespoon,60,0,7,0,0,6.50,n/a,n/a,n/a,0
10/03/2021,White Claw Hard Seltzer Tangerine,AlcoholWhite,Evening Snacks,1.0,Serving,100,0,n/a,n/a,2,n/a,2,n/a,n/a,n/a
10/03/2021,Calories,Calories,Evening Snacks,8.9,Each,89,0,0,0,0,0,0,0,0,0
10/04/2021,Skagit Sourdough Loaf,WhiteBread,Breakfast,90.0,Grams,157,0,0,5.87,33.26,0,0,5.87,0,293.48
10/04/2021,"Eggs, Large",Egg,Breakfast,1.0,Each,70,0,4.50,6,1,1.50,0,0,215,65
10/04/2021,Pure Irish Butter,Butter,Breakfast,7.0,Grams,50,0,5.50,0,0,n/a,n/a,n/a,n/a,n/a
10/04/2021,"Bun, Hamburger, Plain",Hamburger,Lunch,1.0,Serving,110,0,1,3,20,n/a,2,n/a,n/a,180
10/04/2021,"Ham, Black Forest, Organic, Uncured",DeliMeat,Lunch,4.0,Slices,140,0,6,22,2,2.6,2.6,0,60,820
10/04/2021,"Pringles, BBQ",PotatoChip,Lunch,10.0,Pieces,100,0,6,0.67,10.67,1.67,0.67,0.67,0,90
10/04/2021,Organic Mayonnaise,Mayonnaise,Lunch,5.0,Grams,38,0,4.23,0,0,0.38,n/a,n/a,3.85,36.54
10/04/2021,Apple Cinnamon,Apple,Afternoon Snacks,1.0,Serving,130,0,3.50,2,25,0.50,13,1,0,125
10/04/2021,"Popsicles, Sugar Free",Popsicle,Afternoon Snacks,1.0,Serving,15,0,0,0,6,0,21,0,0,3
10/04/2021,"Fish, Swordfish Steaks",Fish,Dinner,8.75,Ounces,306,0,13.13,48.13,n/a,2.19,n/a,n/a,98.44,218.75
10/04/2021,Rice Krispies Treat,CerealBar,Afternoon Snacks,1.0,Each,90,0,2,0.50,17,0.48,8,0,0,105
10/04/2021,Small Whole Green Lentils,BeanGreen,Dinner,0.25,Cup,180,0,1,10,30,0,n/a,10,0,15
10/04/2021,"Salad, Kale Caesar",Salad,Dinner,100.0,Grams,200,0,17,5,10,2.50,2,2,10,340
10/04/2021,Halo Top Vanilla Bean 290,IceCream,Evening Snacks,127.5,Grams,145,0,3,9.50,31,1.50,10.50,8.50,37.50,127.50
10/04/2021,Calories,Calories,Evening Snacks,2.0,Each,20,0,0,0,0,0,0,0,0,0
10/04/2021,Firecracker,Popsicle,Evening Snacks,1.0,Serving,35,0,0,0,8,0,6,0,0,0
10/04/2021,Chocolate Chip Cookie Thins,Cookie,Evening Snacks,1.0,Piece,23,0,1,0.17,3.17,0.67,2,0.17,2.50,19.17
10/04/2021,"Cookie, Oreo, Chocolate, Thins",Cookie,Evening Snacks,1.0,Each,35,0,1.50,0.25,5.25,0.50,3,0.25,0,23.75
10/05/2021,Skagit Sourdough Loaf,WhiteBread,Breakfast,67.0,Grams,117,0,0,4.37,24.76,0,0,4.37,0,218.48
10/05/2021,Pure Irish Butter,Butter,Breakfast,5.0,Grams,36,0,3.93,0,0,n/a,n/a,n/a,n/a,n/a
10/05/2021,"Eggs, Large",Egg,Breakfast,1.0,Each,70,0,4.50,6,1,1.50,0,0,215,65
10/05/2021,Calories,Calories,Lunch,47.2,Each,472,0,0,0,0,0,0,0,0,0
